StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
UTTAR PRADESH,MORADABAD,MUNDA PANDEY,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather," श्रीमान जी,3 फरवरी से 9 फरवरी के बीच वर्षा होने की कोई संभावना नहीं है आंशिक रूप से बादल छाए रहेंगे .आज का न्यूनतम तापमान 11 °C और अधिकतम तापमान 22 °C एवं हवा की गति 7 से  14 किलोमीटर/ घंटा रहने की संभावना है| मौसम के अनुसार कृषि कार्य को करें| ",2023-02-03T18:55:38.883,2023,2
MADHYA PRADESH,VIDISHA,NATERAN,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,Farmer wants to know information about how to improve grain quality of wheat crop?  ,प्रिय किसान भाई  एन:पी:के 0:52:34 की 1 किलो की मात्रा को प्रति एकड़ के हिसाब से या 100 ग्राम प्रति पंप के हिसाब से उपयोग करे करे (एक एकर में 10 पंप),2023-02-03T18:55:47.23,2023,2
RAJASTHAN,JALOR,BHINMAL,NA,HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,ASKED ABOUT TO VARIETIES OF BITTER GOURD ?,"करेला की किस्म-  अर्का  हरित , प्रीति , प्रिया,   पंजाब  करेली -1 , पंजाब  14 , पंजाब  झाड़  करेला -1 , MDU - 1
",2023-02-03T18:56:16.65,2023,2
ODISHA,PURI,KANAS,NA,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,leaf curling in chillies,Recommended to spray Thiomethoxam 25% WG @ 80 gm per 200 litre of water per 1 acre of land or 6 gm in 15 liter of water.,2023-02-03T18:57:32.763,2023,2
GUJARAT,JAMNAGAR,LALPUR,NA,HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,Farmer asked fungus control information , પાકમાં ફૂગ સામે રક્ષણ આપવા માટે અજોક્સોસ્ટ્રોબીન ૧૧% + ટેબુકોનાઝોલ ૧૮.૩૦% SC ૨૫ મીલી /પંપ છંટકાવ કરવો,2023-02-03T19:00:46.45,2023,2
UTTAR PRADESH,PILIBHIT,MARORI,NA,AGRICULTURE,Others,Others,Government Schemes,"Information about Kisan Panjikaran….?
","श्रीमान जी, आप किसान पंजीकरण हेतु विकासखण्ड के राजकीय कृषि बीज भण्डार प्रभारी अथवा जनपद के उप कृषि निदेशक से सम्पर्क करे|
",2023-02-03T19:01:04.907,2023,2
UTTAR PRADESH,RAEBARELI,KHIRON,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,Information about of weather block Khiron District Raebareli ..?,श्रीमान जी आप गेहूं की फसल में एन पी के 18:18 ;18 की मात्रा एक से डेढ़ किलोग्राम प्रति एकड़ की दर से 200 लीटर पानी में घोल बनाकर स्प्रे करें |,2023-02-03T19:01:16.87,2023,2
PUNJAB,FAZILKA,ABOHAR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ-ਤੁਹਾਡੇ ਇਲਾਕੇ ਦਾ ਮੌਸਮ ਅਗਲੇ 2-3 ਦਿਨ ਬੱਦਲਵਾਈ ਵਾਲਾ ਰਹੇਗਾ ਪਰ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ | ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 19 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ ਤਾਪਮਾਨ 10 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ| ਹਵਾ ਦੀ ਗਤੀ 10-20 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਰਹੇਗੀ|,2023-02-03T19:01:22.003,2023,2
NA,NA,NA,NA,HORTICULTURE,Vegetables,Onion,Nutrient Management,"farmer want to know information about  how to increase growth of  onion crop ?
","आपकी प्याज की फसल की वृद्धि विकास के लिए  N P K 19:19:19 पानी में घुलनशील खाद की 100 ग्राम मात्रा तथा ह्यूमिक एसिड 98 % 25 ग्राम या 12 %  वाला 30 एम एल प्रति पम्प की दर से पत्तियों पर छिडकाव करे. 
",2023-02-03T19:01:26.37,2023,2
KARNATAKA,DAVANAGERE,DAVANAGERE,NA,AGRICULTURE,Others,Others,Government Schemes,"Asked about General information 
",Suggested to contact 9875816704,2023-02-03T19:01:31.783,2023,2
TELANGANA,SANGAREDDY,KALHER,NA,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),	Plant Protection	,BORERS MANAGEMENT IN SORGHUM CROP ,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /150 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.",2023-02-03T19:01:42.253,2023,2
KARNATAKA,HAVERI,SAVANUR,NA,AGRICULTURE,Others,Others,Government Schemes,"Asked about PM Kisan Samman Nidhi Yojana
","Beneficiary Status
Farmer Name : subhas
Father Name: Yallappa	Mobile Number: ******8344
State: KARNATAKA	District: HAVERI
Village: Tevaramellihalli	Town: NA
Ward: NA	Home Address: Subhas c/o Yallappa E433 GOLLAHALLI CHANDAPURA CIRCLE ANEKAL Bangalore south Electronics city Bangaluru Karnataka 560100
Registration Status: Registration done ( KA279655332 )	Registration Date: 08/07/2020
Aadhaar Demo Authentication Status: Success	eKYC Done : YES
Eligibility : NO	
Reason: Beneficiary is Inactive due to Inelegibility.
Payment Mode: ACCOUNT
Account Number: ********6390 ( IFSC: KVGB0007503)
PFMS / Bank Status: Account detail is under revalidation process with bank	
Land Seeding: NO	",2023-02-03T19:02:08.71,2023,2
MADHYA PRADESH,WEST NIMAR,BARWAH,NA,AGRICULTURE,Others,Others,Government Schemes,"farmer want to know information about pradhan mantri kisan sammaan nidhi yojana?
","आप प्रधान मंत्री किसान सम्मान निधि योजना से सम्बंधित जानकारी के लिए पटवारी से  संपर्क करें या pmkisan.gov.in साइट पर विजिट करें |PM-Kisan हेल्पलाइन नंबर .155261 / 1800115526 (टोल फ्री)
",2023-02-03T19:02:23.937,2023,2
ODISHA,PURI,KANAS,NA,HORTICULTURE,Vegetables,Pumpkin,Nutrient Management,Better flower & fruit setting in pumpkin,Recommended to spray Biovita liquid @ 1ml per liter of water/15 ml in 15 liter of water.,2023-02-03T19:02:35.48,2023,2
WEST BENGAL,MURSHIDABAD,HARIHARPARA,NA,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,ASKING ABOUT USE OF SULPHATE OF POTASH (0:0:50) IN ONION,"THE DOSE OF SULPHATE OF POTASH (0:0:50) @ 5 GRAM PER LITER OF WATER.
",2023-02-03T19:02:46.867,2023,2
MAHARASHTRA,SOLAPUR,KARMALA,NA,ANIMAL HUSBANDRY,Animal,Others,Credit,"ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT ?
","पशु संवर्धन विभाग - अधिक माहितीसाठी संपर्क करा  १८०० २३३ ०४१८ या टोल फ्री क्रमांकावर
",2023-02-03T19:03:11.81,2023,2
TAMILNADU,TIRUNELVELI,TENKASI,NA,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,Asked about red palm weevil control management in coconut	 ,"கேள்வி : தென்னை மரத்தில் சிகப்பு கூன் வண்டு கட்டுப்பாடு . பதில் : ஒரு பாலிதீன் கவரில் 10 மில்லி மோனோகுரோடபாஸ் மருந்து + 10 மில்லி தண்ணீர்  எடுத்து கொண்டு அதனை வேர் மூலம் ஒரு மரத்திற்கு கட்டவும் .
",2023-02-03T19:03:40.843,2023,2
UTTAR PRADESH,PILIBHIT,MARORI,NA,AGRICULTURE,Others,Others,Government Schemes,"Information about to buy Agricultural Machinery on Subsidy...?
","महोदय, आप कृषि यंत्र ख़रीदने के लिए www.agrimachinery.nic.in पोर्टल पर टोकन जनरेट करें | या योजना संबंधित अधिक जानकारी के लिए आप अपने ब्लॉक पर राजकीय बीज भंडार प्रभारी जी या अपने जनपद पर जिला कृषि उप निदेशक कार्यालय में संपर्क करें| या निदेशक (कृषि) लखनऊ,उत्तर प्रदेश का कांटेक्ट नंबर :- 8840707606,0522-2204223 से जानकारी प्राप्त करें|
",2023-02-03T19:04:56.393,2023,2
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,NA,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Varieties,information about variety sugarcane,"श्रीमान जी--अगेती पकने वाली किस्में: CoS 687, CoS 8436, CoS 88230, CoS 95435, CoS 91232 मध्य मौसम और देरी से पकने वाली किस्में: Co 1148, CoS 767, BO 91 ",2023-02-03T19:04:57.83,2023,2
GUJARAT,Gir Somnath,PATAN VERAVAL,NA,HORTICULTURE,Fruits,Melon,Fertilizer Use and Availability,Ask about  nutrient management  in Melon ,	તરબૂચ ના પાક માં  માઇકોન્યૂટ્રિયન્ટ ૨૫ ગ્રામ / પમ્પ સ્પ્રે કરવો. ,2023-02-03T19:05:26.25,2023,2
PUNJAB,MOGA,KOT-ISE-KHAN,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਅੱਜ ਮੌਸਮ ਸਾਫ ਹੈ | ਅੱਜ ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 18 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ ਤਾਪਮਾਨ 6 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ | ਹਵਾ ਦੀ ਰਫਤਾਰ 10-15 ਕਿੱਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਰਹੇਗੀ ,2023-02-03T19:05:40.137,2023,2
UTTAR PRADESH,SULTANPUR,KUREBHAR,NA,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),Fertilizer Use and Availability,information about fertilizer dose in in Sawa crop ?,श्रीमान जी सावा की बुवाई करते समय उर्वरकों द्वारा 20 किलो नत्रजन व 20 किलो फास्फोरस प्रति हेक्टेयर के हिसाब से डालें। नत्रजन की आधी मात्रा व फास्फोरस की पूरी मात्रा बोआई से पूर्व तथा शेष नत्रजन की आधी मात्रा बोआई के 3-4 सप्ताह बाद प्रथम निंदाई के उपरान्त डालें।,2023-02-03T19:06:03.91,2023,2
UTTAR PRADESH,JAUNPUR,MACHCHALI SHAHAR,NA,AGRICULTURE,Others,Others,Government Schemes,farmer query about PM Kisan Samman Nidhi Yojana Status ,महोदय प्रधानमंत्री किसान सम्मान निधि योजना के अंतर्गत जारी की गई सभी किस्तें आपके बैंक खाते में भेजी जा चुकी हैं कृपया बैंक में संपर्क करें,2023-02-03T19:07:49.443,2023,2
ODISHA,NAWAPARA,SINAPALI,NA,AGRICULTURE,Oilseeds,Sunflower (suryamukhi),Cultural Practices,Sunflower duration related query,Advised that sunflower duration is 90-100 days,2023-02-03T19:10:06.393,2023,2
UTTAR PRADESH,KHERI,MOHAMMADI,NA,AGRICULTURE,Others,Others,Government Schemes,Information about PM- Kisan Samman Nidhi Yojana (PM- KSNY) .....?,"श्रीमान जी जिन किसान भाइयों का भूलेख अंकन पीएम किसान पोर्टल पर नहीं हुआ है, जिसके कारण 12वीं किस्त रुक गई है| वह भूलेख अंकन के लिए अपने तहसील पर (लेखपाल/पटवारी) अथवा जिले पर उप कृषि निदेशक कार्यालय में संपर्क करें तथा भूलेख अंकन कराएं|",2023-02-03T19:10:44.3,2023,2
RAJASTHAN,KARAULI,KARAULI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ -2 ਦਿਨ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ ਅਤੇ ਬੱਦਲ ਵਾਈ ਬਣ ਸਕਦੀ ਹੈ  I ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 27 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 9 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 10-15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2023-02-03T19:12:34.11,2023,2
WEST BENGAL,EAST MEDINIPUR,CONTAI-III,NA,AGRICULTURE,Others,Others,Government Schemes,ASKING ABOUT STATUS  OF  PM-KISAN SAMMAN NIDHI YOJANA.,আপনার  পি এম  কিষান পরবর্তী কিস্তির টাকা দেয়া হলে আপনি টাকা পাবেন।,2023-02-03T19:15:56.813,2023,2
BIHAR,BEGUSARAI,BIRPUR,NA,AGRICULTURE,Others,Others,Government Schemes,query about government scheme,"प्रिय किसान भाई आप बैंक जाकर अपने खाता को एनपीसीआई से लिंक करवाए 
",2023-02-03T19:16:45.64,2023,2
GUJARAT,NAVSARI,VANSDA,NA,HORTICULTURE,Vegetables,Cucumber,Cultural Practices,Asking about crop suitable for summer season ,"ઉનાળુ વાવેતર માટે કાકડી, ગલકા, તુરીયા નું વાવેતર કરી શકાય છે ",2023-02-03T19:17:52.957,2023,2
UTTAR PRADESH,SITAPUR,BEHTA,NA,ANIMAL HUSBANDRY,Animal,Goat,Disease Management," Animal husbandry department helpline number ? 

",श्रीमान जी आप अपनी बकरी को नजदीकी पशु चिकित्सक को दिखा दीजिए या पशुपालन विभाग के हेल्पलाइन नंबर 1800 180 5141 से भी संपर्क कर सकते हैं या आईवीआरआई बरेली के हेल्पलाइन नंबर 0581 2310058 से भी संपर्क कर सकते हैं | -,2023-02-03T19:22:14.91,2023,2
BIHAR,ARARIA,NARPATGANJ,NA,AGRICULTURE,Others,Others,Government Schemes,"Give information about making fertilizers, seeds and pesticides license....?","श्रीमान जी खाद,बीज और कीटनाशक लाइसेंस बनवाने के लिए जिला कृषि पदाधिकारी से संपर्क करें इसके लिए बीएससी कृषि या बीएससी रसायन में होना अनिवार्य है",2023-02-03T19:25:41.31,2023,2
RAJASTHAN,ALWAR,KATHUMAR,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,ASKED ABOUT TO NUTRIENT MANAGEMENT WHEAT   ?,थायोयूरिया का 0.5 ग्राम प्रति लीटर पानी में घोल बना कर छिड़काव करें। ,2023-02-03T19:27:58.747,2023,2
PUNJAB,SANGRUR,SANGRUR,NA,AGRICULTURE,Others,Others,Government Schemes,"INFORMATION REGARDING THE SUBSIDY ON AGRICULTURAL MACHINERY ?
",ਰਾਜ ਵਿੱਚ ਫਸਲੀ ਵਿਭਿੰਨਤਾ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨ ਲਈ ਮਸ਼ੀਨਾਂ ਤੇ ਸਬਸਿਡੀ ਉਪਲੱਬਧ ਕਰਵਾਉਣ ਲਈ ਵਿਭਾਗ ਵੱਲੋਂ ਆਨਲਾਈਨ ਪੋਰਟਲ agrimachinerypb.com ਤੇ ਅਰਜ਼ੀਆਂ ਦੀ ਮੰਗ ਕੀਤੀ ਜਾਂਦੀ ਹੈ। ਸਬਸਿਡੀ ਲੈਣ ਲਈ ਚਾਹਵਾਨ ਕਿਸਾਨ ਮਿਤੀ 08-02-2023 ਤੱਕ ਆਪਣੀਆਂ ਅਰਜੀਆਂ ਆਨਲਾਈਨ ਪੋਰਟਲ ‘ਤੇ ਦੇ ਸਕਦੇ ਹਨ। ,2023-02-03T19:28:42.347,2023,2
MADHYA PRADESH,MANDLA,MOHGAON,NA,AGRICULTURE,Others,Others,Government Schemes,The farmer wants to know about the scheme related to boring in the field ?, प्रिय किसान खेत में बोर करवाने की योजना की जानकारी उपलब्ध नहीं है अधिक जानकारी हेतु आप अपनी कृषि विभाग में संपर्क करें ,2023-02-03T19:28:52.223,2023,2
MADHYA PRADESH,MANDLA,MOHGAON,NA,AGRICULTURE,Others,Others,Government Schemes,The farmer wants to know about the scheme related to boring in the field ?, प्रिय किसान खेत में बोर करवाने की योजना की जानकारी उपलब्ध नहीं है अधिक जानकारी हेतु आप अपनी कृषि विभाग में संपर्क करें ,2023-02-03T19:28:52.44,2023,2
BIHAR,ARARIA,PALASI,NA,AGRICULTURE,Millets,Maize (Makka),Cultural Practices,Query about cultural practices, किसान  भाई आप अपने फसल में गलती से खरपतवार नाशक का प्रयोग कर लिए हैं तो उसमें सबसे पहले साफ पानी से छिड़काव करेंगे और उसके बाद प्लेन गुलकोज को 20 ग्राम प्रति टंकी के अनुसार प्रयोग करेंगे,2023-02-03T19:30:14.527,2023,2
BIHAR,PATNA,DULHIN BAZAR,NA,AGRICULTURE,Others,Others,Government Schemes,Query related soil testing ,"किसान भाई, मिट्टी जाँच की सुविधा प्राप्त करने हेतु अपने जिला के किसान सलाहकार / कृषि समन्वयक/ प्रखंड कृषि पदाधिकारी/ सहायक निदेशक (रसायन)/ मिट्टी जाँच प्रयोगशाला /जिला कृषि पदाधिकारी/कृषि विज्ञान केंद्र से संपर्क करें। 
कृषि विज्ञान केंद्र, अगवानपुर, बाढ़, जिला पटना | 
संपर्क विवरण- डॉ कुमारी शारदा, प्रमुख केवीके, संपर्क नंबर: +91-7549476543 ",2023-02-03T19:32:26.563,2023,2
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,FARMER ASKED  QUERY TO CONTROL SHEATH BLIGHT IN PADDY ?,"RECOMMENDED TO SPRAY (HEXACONAZOLE+ZINEB) (AVTAR) 500 GRAMS / 150 LITRES OF WATER /ACRE  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",2023-02-03T19:34:02.3,2023,2
MAHARASHTRA,NASIK,NANDGAON,NA,HORTICULTURE,Vegetables,Onion,	Plant Protection	,asked about attack of sucking pest on an onion ,"रोगर (डायमेथोएट ३० EC) १५ मिली / १५ लिटर पाण्यातून फवारणी करावी. 
",2023-02-03T19:38:28.87,2023,2
UTTAR PRADESH,ETAH,AWAGARH,NA,AGRICULTURE,Cereals,Paddy (Dhan),Crop Insurance,Tell Me Information About PM Kisan Samman Nidhi Yojana  ?,श्रीमान जी फसल बीमा के लिए आपके क्षेत्र में AGRICULTURE INSURANCE COMPANY  कार्य करते हैं जिसका टोल फ्री नंबर 1800116515 है,2023-02-03T19:39:33.487,2023,2
MADHYA PRADESH,REWA,RAIPUR  KARCHULIYAN,NA,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,"farmer want to know information about how to control caterpillar in mustard?
","अपनी सरसों की फसल में इल्ली और रस चूसक कीट के नियंत्रण के लिए फसल पे प्रोफेनोफोस 40%ईसी + सायपरमेथ्रिन 4% ईसी 1000 मि.लि./हे या 35-40 मिलिलीटर प्रति पम्प की दर से छिड़काव करें।
",2023-02-03T19:41:02.233,2023,2
WEST BENGAL,BIRBHUM,SAINTHIA,NA,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT  PM KISAN SAMMAN NIDHI  STATUS,"Rft Signed by State For 2nd  Installment , Rft Signed by State For 3rd Installment and  Rft Signed by State For 4th Installment",2023-02-03T19:44:42.21,2023,2
KARNATAKA,BIJAPUR,BASAVANA BAGEWADI,NA,AGRICULTURE,Flowers,China Astor,Market Information,Farmer asked price detail of Arhar (Tur/Red Gram)(Whole) in Bijapur mandi.,"02/02/2023
Mandi  : Bijapur
Commodity : Arhar (Tur/Red Gram)(Whole)
(Modal Price): 7225/Quintal",2023-02-03T19:48:50.84,2023,2
MADHYA PRADESH,MORENA,MORENA,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer want to know information about mukhymantri kisan jankalyan scheme ?,"--प्रिय किसान भाई मुख्यमंत्री किसान कल्याण योजना की जानकारी के लिए  आप  http//saara. mp. gov.in इस साइट पर जानकारी प्राप्त कर सकते है!
",2023-02-03T19:49:17.157,2023,2
MADHYA PRADESH,PANNA,SHAHNAGAR,NA,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,Farmer wants to know information about how to control of aphid attack in mustard crop?,--सरसों की फसल में रस चूसक कीटो के नियंत्रण के लिए थायोमेथाक्साम २५% डब्लू जी की ५-६ ग्राम मात्रा १५ लीटर पानी में मिलाकर छिड़काव करे ,2023-02-03T19:50:03.49,2023,2
PUNJAB,HOSHIARPUR,GARHSHANKAR,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"Information regarding the foliar spray for increasing grain yield of Wheat?
",ਕਣਕ ਦੀ ਫਸਲ ਤੋਂ ਵੱਧ ਝਾੜ ਲੈਣ ਲਈ 2% ਪੋਟਾਸ਼ੀਅਮ ਨਾਈਟਰੇਟ ਐੱਨ.ਪੀ.ਕੇ 13:00:45 (2 ਕਿਲੋ ਐੱਨ.ਪੀ.ਕੇ 13:00:45 ਨੂੰ 100 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਪਾ ਕੇ) ਦਾ ਗੋਭ ਵਾਲਾ ਪੱਤਾ ਨਿਕਲਣ ਵੇਲੇ ਅਤੇ ਬੂਰ ਪੈਣ ਵੇਲੇ ਛਿੜਕਾਅ ਕਰੋ ,2023-02-03T19:50:11.88,2023,2
UTTAR PRADESH,FAIZABAD,MASODHA,NA,AGRICULTURE,Others,Others,Government Schemes,Information about of PM Kisan Samman Nidhi Yojana status..?,"श्रीमान जी पीएम- किसान सम्मान निधि योजना संबंधित अधिक जानकारी हेतु अपने ब्लॉक या फिर जिले पर उप कृषि निदेशक जी (DDA) कार्यालय से संपर्क करें | सम्बंधित अधिक जानकारी हेतु हेल्पलाइन नंबर पर संपर्क करे- 1800 180 1488. (कृषि निदेशालय,लखनऊ) या 1800115526. (नई-दिल्ली) ",2023-02-03T19:50:37.793,2023,2
GUJARAT,AMRELI,SAVERKUNDLA,NA,AGRICULTURE,Others,Others,Government Schemes,Ask about MSP Contact Number	,"ટેકા ના ભાવ ની ખરીદી રૂપિયા ના આવેલા હોઈ તો આ નંબર પર સંપર્ક કરવો  8511171718, 8511171719",2023-02-03T19:51:43.653,2023,2
JHARKAND,DEOGHAR,SARWAN,NA,AGRICULTURE,Others,Others,Government Schemes,"How to get the benefit of drought..?  
",महोदय जी मुख्यमंत्री सुखाड़ राहत योजना की अगली किस्त 15 फरवरी तक आने की संभावना है,2023-02-03T20:00:17.64,2023,2
MADHYA PRADESH,RAJGARH,BIAORA,NA,AGRICULTURE,Others,Others,Government Schemes,"Farmer wants to information of pmkisan Samman Nidhi Yojna?
","--प्रधानमंत्री किसान सम्मान निधि योजना के लिए पटवारी जी से संपर्क करे या किसान हेल्प लाइन नंबर 155261, 1800115526 ,011-23381092, 011-24300606 कॉल करें या ऑनलाइन चेक करें.pmkisan.gov.in
",2023-02-03T20:01:07.09,2023,2
KARNATAKA,UTTARAKANNADA,MUNDGOD,NA,AGRICULTURE,Millets,Maize (Makka),Market Information,Farmer asked price detail of Maize in Ranebennur mandi.,"02/02/2023
Mandi  : Ranebennur
Commodity : Maize
(Modal Price): 2100/Quintal  

Market Prices For  Maize / ಮೆಕ್ಕೆಜೋಳ/Hybrid/Local / ಹೈಬ್ರಿಡ್ ಸ್ಥಳೀಯ
Market	Market Date	Variety	Arrivals	Minimum Price	Maximum Price	Modal Price
ARSIKERE	03/02/2023	Local	100	2150	2150	2150
BAGALKOT	03/02/2023	Hybrid/Local	33	1955	1960	1958
BALLARI	03/02/2023	Local	243	1979	2227	2144
BENGALURU	03/02/2023	Hybrid/Local	502	2400	2600	2500
BHADRAVATHI	03/02/2023	Local	40	2000	2000	2000
CHALLAKERE	31/01/2023	Yellow	1175	2000	2600	2215
CHITRADURGA	01/02/2023	Local	4171	1750	2251	2180
DAVANAGERE	01/02/2023	Local	440	2051	2207	2171
ENDI	02/02/2023	Local	6	2100	2100	2100
GADAG	03/02/2023	Local	18	1465	2065	1609
GUNDLUPET	02/02/2023	Local	120	2000	2085	2000
HAVERI	03/02/2023	Local	46	2100	2150	2130
HIREKERUR	31/01/2023	Local	830	1900	2000	1950
HUBBALLI	03/02/2023	Local	6	1922	1922	1922
HUNGUND	31/01/2023	Local	220	2200	2200	2200
KOTTUR	03/02/2023	Hybrid/Local	300	2145	2189	2177
KUSTAGI	02/02/2023	Hybrid/Local	148	2200	2200	2200
LAXMESHWAR	03/02/2023	Local	6	1765	1980	1923
MUNDARGI	31/01/2023	Yellow	1057	1850	2189	2106
MYSURU	02/02/2023	Local	13	1921	1931	1927
NARGUND	03/02/2023	Local	656	2100	2100	2100
RAMDURGA	30/01/2023	Local	7	2089	2089	2089
RANIBENNUR	02/02/2023	Local	3140	1950	2200	2100
RONA	31/01/2023	Hybrid/Local	10	2151	2151	2151
SAVADATTI	31/01/2023	Local	616	2200	2200	2200
SHIVAMOGGA	31/01/2023	Hybrid/Local	256	2233	2233	2233
SIRA	31/01/2023	Local	8	2200	2600	2500
TUMAKURU	02/02/2023	Local	12	1600	2380	1900
VIJAYAPURA	03/02/2023	Hybrid/Local	75	2200	2250	2225

",2023-02-03T20:02:03.83,2023,2
WEST BENGAL,HOOGHLY,HARIPAL,NA,AGRICULTURE,0,0,Market Information,Farmer asked query on Mandi details,,2023-02-03T20:02:57.79,2023,2
UTTAR PRADESH,BAREILLY,DAMKHAUDA,NA,AGRICULTURE,Others,Others,Government Schemes,"Information about of Kisan Samman Nidhi Scheme..?
","श्रीमान आप अपने विकासखण्ड के राजकीय कृषि बीज भण्डार प्रभारी अथवा जनपद के उप कृषि निदेशक से सम्पर्क करे |  प्रधानमंत्री किसान सम्मान निधि का हेल्पलाइन नंबर पर संपर्क करें-1800115526
",2023-02-03T20:03:44.853,2023,2
TAMILNADU,TIRUPUR,Palladam,NA,AGRICULTURE,Others,Others,Government Schemes,Asking about PM kisan samman nidhi yojana scheme 12th Installment status 	,கேள்வி :பிரதான் மந்திரி சம்மன் நிதி யோஜனா திட்டத்தின் 12 வது தவணை .பதில்:மாநில அளவில் ஒப்புதல் தரப்பட்டுள்ளது கூடிய விரைவில் வரவு வைக்கப்படும் ,2023-02-03T20:08:52.093,2023,2
CHHATTISGARH,Bemetara,SAJA,NA,AGRICULTURE,Others,Others,Government Schemes,"Farmer wants  to know about PM Kisan Samman Nidhi Yojana ?
","प्रिय किसान भाई प्रधानमंत्री किसान सम्मान निधि योजना से संबंधित जानकारी के लिए अपने क्षेत्र के ग्रामीण कृषि विस्तार अधिकारी या ब्लॉक ऑफिस से संपर्क करें |
",2023-02-03T20:11:02.51,2023,2
BIHAR,MADHEPURA,MADHEPURA,NA,AGRICULTURE,Others,Others,Government Schemes,Pradhan Mantri Kisan Samman Nidhi Yojana Related Query ,"प्रिय कृषक बंधू ,आप प्रधानमंत्री किसान सम्मान निधि योजना में राशि आने तक प्रतीक्षा करें| ",2023-02-03T20:11:24.02,2023,2
MAHARASHTRA,DHULE,SAKRI,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKING ABOUT GOVERNMENT SCHEME ?
","शासकीय योजनांबद्दल अधिक माहितीसाठी तालुका कृषी अधिकारी याना भेट द्या .
",2023-02-03T20:13:10.817,2023,2
RAJASTHAN,BIKANER,LUNKARANSAR,NA,AGRICULTURE,Pulses,Moth Bean (kidney bean/ deww gram),Market Information,Farmer asked price detail of Moath Dal in Bikaner (Grain) mandi.,"02/02/2023
Mandi  : Bikaner (Grain)
Commodity : Moath Dal
(Modal Price): 6425/Quintal",2023-02-03T20:14:11.89,2023,2
